Player_Notes,Player_Name,PF-2015,TO-2015,BLK-2015,STL-2015,AST-2015,TR-2015,DR-2015,OR-2015,PTS-2015,FT %-2015,FT Attempted-2015,FT Made-2015,2P %-2015,2P Attempted-2015,2P Made-2015,3P  %-2015,3P Attempted-2015,3P Made-2015,FG %-2015,FG Attempted-2015,FG Made-2015,Minutes-2015,Games Started-2015,Games-2015,Consolidated_Agent,Agency,Team,Position,Draft_Status,Draft_Year,Draft_Round,Draft_Order,Contract_Contract_Years,Contract_Expires,Current_Contract_Value,Contract_Contract_Avg,College,Experience,Age,Signed_Using,Salary_214-15,Salary_215-16,Salary_216-17,Salary_217-18,Salary_218-19,Previous_Contract_Years,Previous_Contract_TotalVal,Previous_Contract_TotalAvg,Secondary_Agent,Tertiary_Agent,PER_2013_2014,EWA_2013_2014,PER_2014_2015,EWA_2014_2015,Cumulative_TwoYear_EWA
,Sergey Karasev,1.4,0.7,0.0,0.7,1.4,2.0,1.3,0.7,4.6,0.8,1.2,0.9,0.5,2.4,1.2,0.3,1.6,0.5,0.4,4.1,1.6,16.8,16.0,33.0,Andrew Miller,ASM Sports,BRK,SG,Drafted,2013,1,19,3,2017,4601520,1533840,International,1,21,1st Round Pick,153384,159984,2463753,3513312,,,,, Stanislav Ryzhov,,,,,,
,Sebastian Telfair,1.8,1.1,0.0,0.6,2.8,1.9,1.8,0.1,8.4,0.7,2.1,1.5,0.4,4.1,1.8,0.3,3.8,1.1,0.4,7.8,2.9,20.4,1.0,16.0,Andrew Miller ,ASM Sports,OKC,PG,Drafted,2004,1,13,,2015,,,High School,9,29,,131689,,,,,,,,,,,,,,
,Rodney Hood,2.3,0.8,0.2,0.5,1.3,2.3,2.1,0.2,7.2,0.7,1.4,1.0,0.4,3.0,1.2,0.4,3.2,1.2,0.4,6.2,2.5,19.1,8.0,37.0,Chris Patrick,Relativity Sports,UTA,SG,Drafted,2014,1,23,2,2018,2638800,1319400,Duke,0,22,1st Round Pick,12936,134844,14652,2386864,3472887,,,, Travis King, Happy David Walters,,,,,
,Robert Covington,2.7,1.7,0.4,1.5,1.4,4.6,3.7,0.9,13.0,0.8,2.8,2.3,0.4,4.5,1.9,0.4,6.2,2.3,0.4,10.7,4.2,27.7,39.0,55.0,Chris Patrick,Relativity Sports,PHI,SF,Undrafted,,,,4,2018,4200000,1050000,Tennessee State,1,24,,1,1,115696,187745,,,,,,,,,,,
,Reggie Bullock,0.6,0.2,0.1,0.3,0.2,1.3,1.3,0.0,2.2,0.8,0.2,0.1,0.5,0.6,0.3,0.4,1.3,0.5,0.4,1.9,0.8,9.3,2.0,31.0,Lance Young,Excel Sports Management,PHO,SG,Drafted,2013,1,25,3,2017,3602160,1200720,North Carolina,1,23,1st Round Pick,1272,12524,2255644,3313542,,,,,,,,,,,
,Quincy Pondexter,1.9,0.6,0.3,0.3,1.2,2.4,1.6,0.7,6.3,0.7,1.2,0.9,0.5,2.7,1.4,0.3,2.8,0.9,0.4,5.5,2.2,22.5,14.0,59.0,Arn Tellem,Wasserman Media Group,NOP,SG,Drafted,2010,1,26,4,2018,5686878,1421720,Washington,4,26,1st Round Pick,314668,338223,3617978,3853931,,,,, Gregory Lawrence,,,,,,
,Otto Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,David Falk,FAME,WAS,,Drafted,2013,1,3,3,2018,13411440,4470480,Georgetown,1,21,1st Round Pick,44748,466296,5893981,773294,,,,,,,,,,,
,Noah Vonleh,0.5,0.3,0.4,0.1,0.1,2.1,1.3,0.8,2.3,0.8,1.1,0.8,0.4,1.5,0.7,0.2,0.3,0.1,0.4,1.9,0.7,7.1,0.0,15.0,Jeff Schwartz,Excel Sports Management,CHO,PF,Drafted,2014,1,9,2,2018,5161920,2580960,Indiana,0,19,1st Round Pick,25242,263772,275136,355232,474959,,,,,,,,,,
,Nikola Mirotic,2.1,1.0,0.6,0.6,1.1,4.8,4.1,0.7,9.0,0.8,3.2,2.5,0.5,3.5,1.6,0.3,3.3,1.1,0.4,6.7,2.7,19.1,3.0,68.0,Igor Crespo,Xpheres,CHI,PF,Drafted,2011,1,23,3,2017,16631175,5543725,International,0,24,Cap Space,535,5543725,578245,,,,,,,,,,,,
,Nik Stauskas,1.2,0.5,0.2,0.2,0.8,1.0,0.9,0.1,3.9,0.9,0.9,0.7,0.4,1.9,0.8,0.3,1.9,0.5,0.4,3.7,1.3,14.3,0.0,58.0,Mark Bartelstein,Priority Sports,SAC,SG,Drafted,2014,1,8,2,2018,5615280,2807640,Michigan,0,21,1st Round Pick,274584,286944,29934,387146,513233,,,,,,,,,,
,Nerlens Noel,2.9,2.0,1.9,1.8,1.7,7.8,5.6,2.3,9.2,0.6,2.8,1.7,0.5,8.3,3.7,0.0,0.0,0.0,0.5,8.3,3.7,30.8,59.0,63.0,Frank Catapano,ASM Sports,PHI,C,Drafted,2013,1,6,3,2017,9945240,3315080,Kentucky,0,20,1st Round Pick,331512,34578,438449,584899,,,,, Andrew Miller,,,,,,
,Nemanja Nedovic,,,,,,,,,,,,,,,,,,,,,,,,,Misko Raznatovic,BeoBasket,GSW,PG,Undrafted,,,,,2015,,,International,,,,11424,,,,,,,,,,,,,,
,Mitch McGary,1.9,0.7,0.5,0.4,0.3,5.3,3.3,1.9,7.1,0.6,1.8,1.1,0.5,5.7,3.0,0.0,0.1,0.0,0.5,5.7,3.0,15.2,1.0,18.0,Mark Bartelstein,Priority Sports,OKC,PF,Drafted,2014,1,21,2,2018,2863080,1431540,Michigan,0,22,1st Round Pick,144,14634,15264,243981,35344,,,,,,,,,,
,Miroslav Raduljica,1.6,0.4,0.0,0.2,0.0,1.0,0.6,0.4,1.6,1.0,0.4,0.4,0.4,1.6,0.6,0.0,0.0,0.0,0.4,1.6,0.6,4.6,0.0,5.0,Andre Buck,,LAC,C,Undrafted,,,,,2015,,,International,1,27,,15,,,,,,,, Aleksandar Tunjic ,,,,,,
,Meyers Leonard,2.0,0.6,0.2,0.2,0.4,4.0,3.3,0.7,5.6,0.9,0.6,0.5,0.6,2.1,1.2,0.4,2.0,0.9,0.5,4.1,2.1,14.3,4.0,42.0,Jeff Schwartz,Excel Sports Management,POR,C,Drafted,2012,1,11,4,2016,9742479,2435620,Illinois,2,23,1st Round Pick,231792,375879,421878,,,,,, Michael Lindeman,,,,,,
,Marquis Teague,,,,,,,,,,,,,,,,,,,,,,,,,Gerard Darnes Soms,ASM Sports,PHI,PG,Drafted,2012,1,29,,2015,,,Kentucky,2,22,,11292,,,,,,,, J.R. Hensley, Juan Aisa ,,,,,
,Marcus Smart,2.6,1.4,0.2,1.3,3.3,3.4,2.5,0.9,7.6,0.7,1.9,1.2,0.4,2.9,1.2,0.3,4.1,1.3,0.4,7.0,2.5,26.3,23.0,52.0,Lee Melchionni,Wasserman Media Group,BOS,PG,Drafted,2014,1,6,2,2018,6714360,3357180,Oklahoma State,0,20,1st Round Pick,328332,34314,357888,453819,653718,,,, Arn Tellem,,,,,,
,Luigi Datome,0.9,0.5,0.5,0.1,0.5,1.5,1.3,0.2,5.4,0.0,0.0,0.0,0.6,2.6,1.5,0.4,2.0,0.8,0.5,4.6,2.3,9.9,0.0,11.0,Stefano Meller,,BOS,,Undrafted,,,,2,2015,3500000,1750000,International,1,27,Cap Space,175,,,,,,,, Sam Goldfeder,,,,,,
,Louis Amundson,2.4,0.8,0.8,0.4,1.4,4.4,2.7,1.6,4.8,0.5,1.2,0.5,0.5,4.5,2.1,0.0,0.0,0.0,0.5,4.5,2.1,16.8,23.0,37.0,Mark Bartelstein,Priority Sports,NYK,PF,Undrafted,,,,1,2015,585775,585775,Nevada-Las Vegas,8,32,Minimum Salary,554944,,,,,,,,,,,,,,
,Leandro Barbosa,1.4,0.7,0.1,0.5,1.2,1.2,0.8,0.4,6.8,0.8,1.1,0.9,0.5,4.1,2.0,0.4,1.6,0.6,0.5,5.7,2.6,13.6,1.0,52.0,Bill Duffy,Relativity Sports,GSW,SG,Drafted,2003,1,28,1,2015,1448490,1448490,International,11,32,Minimum Salary,144849,,,,,,,, Rade Filipovich,,,,,,
,Lance Thomas,1.5,1.0,0.1,0.6,1.1,3.4,2.3,1.1,6.5,0.7,1.8,1.3,0.4,6.7,2.6,0.0,0.1,0.0,0.4,6.8,2.6,22.1,21.0,46.0,Jeff Austin,,NYK,SF,Undrafted,,0,0,1,2015,423885,423885,Duke,3,26,Minimum Salary,41574,,,,,,,,,,,,,,
,Kyle Anderson,1.0,0.4,0.3,0.5,1.0,2.5,2.3,0.2,2.6,0.6,0.5,0.3,0.4,2.6,1.0,0.3,0.4,0.1,0.4,3.0,1.1,12.6,8.0,27.0,Thaddeus Foucher,Wasserman Media Group,SAS,PF,Drafted,2014,1,30,2,2018,2236560,1118280,California-Los Angeles,0,21,,19368,114288,11928,215174,3227556,,,,,,,,,,
,Jusuf Nurkic,3.3,1.3,1.3,0.9,0.9,6.6,4.5,2.0,7.0,0.7,2.1,1.4,0.4,6.4,2.8,0.0,0.0,0.0,0.4,6.4,2.8,18.0,24.0,48.0,Leon Rose,Creative Artists Agency,DEN,C,Drafted,2014,1,16,2,2019,3604680,1802340,International,0,20,1st Round Pick,176268,1842,192132,294734,414963,,,, Andrew Morrison,,,,,,
,Julius Randle,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.3,3.0,1.0,0.0,0.0,0.0,0.3,3.0,1.0,14.0,0.0,1.0,George Bass,AAI Sports,LAL,PF,Drafted,2014,1,7,2,2018,6129600,3064800,Kentucky,0,23,1st Round Pick,299736,313224,326712,4149242,5564134,,,,,,,,,,
,Jose Barea,1.3,0.9,0.0,0.4,3.4,1.9,1.5,0.3,7.5,0.8,1.2,1.0,0.5,4.7,2.2,0.3,2.2,0.7,0.4,6.9,2.9,17.6,10.0,67.0,Justin Zanik,Relativity Sports,DAL,PG,Undrafted,,,,1,2015,1310286,1310286,Northeastern,8,30,Minimum Salary,45195,,,,,,,,,,,,,,
,Jordan Adams,1.0,0.5,0.3,0.6,0.4,0.6,0.5,0.1,2.6,0.6,0.6,0.4,0.5,1.6,0.7,0.4,0.7,0.3,0.4,2.3,1.0,7.9,0.0,19.0,Wallace Prather,WP Sports,MEM,SG,Drafted,2014,1,22,2,2018,2748720,1374360,California-Los Angeles,0,20,1st Round Pick,134412,1446,14658,24156,3489761,,,,,,,,,,
,Joel Embiid,,,,,,,,,,,,,,,,,,,,,,,,,Darren Matsubara,Wasserman Media Group,PHI,C,Drafted,2014,1,3,2,2018,9054600,4527300,Kansas,0,20,1st Round Pick,442764,462696,482616,61266,83549,,,, Arn Tellem,,,,,,
,Jarvis Varnado,,,,,,,,,,,,,,,,,,,,,,,,,Rade Filipovich,,PHI,PF,Drafted,2010,2,41,,2015,,,Mississippi State,2,27,,75,,,,,,,, Kevin Bradbury ,,,,,,
,Jared Cunningham,0.6,0.4,0.0,0.2,0.5,0.5,0.4,0.1,1.8,0.5,0.7,0.4,0.4,1.1,0.4,0.3,0.7,0.2,0.4,1.7,0.6,4.7,0.0,19.0,Sam Goldfeder,Excel Sports Management,,SG,Undrafted,,,,,2015,,,Oregon State,2,23,,915243,,,,,,,,,,,,,,
,Jannero Pargo,0.9,0.3,0.0,0.0,0.9,0.3,0.3,0.0,4.6,1.0,0.2,0.2,0.5,1.4,0.7,0.4,2.4,1.0,0.4,3.9,1.7,8.1,0.0,9.0,Bradley Ames,Priority Sports,CHO,PG,Undrafted,,,,,2015,,,Arkansas,10,35,,144849,,,,,,,, Mark Bartelstein,,,,,,
,James Young,0.7,0.1,0.1,0.2,0.4,1.4,1.1,0.3,3.2,0.6,0.9,0.5,0.5,1.1,0.6,0.3,2.0,0.5,0.4,3.1,1.1,10.4,0.0,29.0,Rich Kleiman,Creative Artists Agency,BOS,SG,Drafted,2014,1,17,2,2018,3424320,1712160,Kentucky,0,19,1st Round Pick,167448,174984,18252,28357,3958552,,,, Leon Rose,,,,,,
,James McAdoo,,,,,,,,,,,,,,,,,,,,,,,,,Jim Tanner,,GSW,,Undrafted,,,,2,2016,1012181,506091,North Carolina,0,22,,59686,,,,,,,,,,,,,,
,James Jones,1.1,0.3,0.1,0.2,0.5,1.2,1.1,0.1,4.4,0.8,0.6,0.5,0.4,0.4,0.1,0.4,3.2,1.2,0.4,3.5,1.3,11.8,1.0,45.0,Joel Bell,Bell Management International,CLE,SF,Drafted,2003,2,49,3,2015,10000000,3333333,San Jose State,11,34,Minimum Salary,144849,,,,,,,,,,,,,,
,Jabari Parker,1.7,1.9,0.2,1.2,1.7,5.5,3.5,2.0,12.3,0.7,2.6,1.8,0.5,9.9,5.0,0.3,0.6,0.2,0.5,10.5,5.2,29.5,25.0,25.0,Arn Tellem,Wasserman Media Group,MIL,PF,Drafted,2014,1,2,2,2018,10083000,5041500,Duke,0,19,1st Round Pick,49356,515244,537432,6782392,7375851,,,,,,,,,,
,Isaiah Canaan,1.7,1.2,0.1,0.5,1.9,1.9,1.5,0.4,8.6,0.8,1.1,0.9,0.5,2.6,1.2,0.4,4.9,1.8,0.4,7.5,3.0,19.6,21.0,38.0,Mark Bartelstein,Priority Sports,PHI,PG,Drafted,2013,2,34,3,2016,2334273,778091,Murray State,1,23,Cap Space,816482,947276,1215696,,,,,,,,,,,,
,Gary Harris,1.3,0.8,0.1,0.8,0.5,1.3,0.9,0.4,3.1,0.7,0.8,0.6,0.3,2.0,0.7,0.2,2.0,0.4,0.3,4.0,1.1,12.8,4.0,41.0,Aaron Mintz,Creative Artists Agency,DEN,SG,Drafted,2014,1,19,2,2018,3106680,1553340,Michigan State,0,20,1st Round Pick,15192,158748,165588,25555,3636378,,,, Austin Brown,,,,,,
,Gal Mekel,0.3,0.5,0.0,0.5,3.3,0.3,0.3,0.0,1.5,0.0,0.0,0.0,0.2,4.3,0.8,0.0,0.8,0.0,0.2,5.0,0.8,10.8,0.0,4.0,,,DAL,,Undrafted,,,,,2016,,,Wichita State,1,27,,816482,947276,,,,,,,,,,,,,
,Festus Ezeli,1.9,0.9,0.9,0.2,0.2,3.2,2.0,1.2,4.2,0.7,1.5,1.0,0.5,3.0,1.6,0.0,0.0,0.0,0.5,3.0,1.6,10.8,7.0,32.0,Bill Duffy,BDA Sports,GSW,C,Drafted,2012,1,30,4,2016,5209508,1302377,Vanderbilt,2,25,1st Round Pick,111288,28748,313122,,,,,,,,,,,,
,Erick Green,0.5,0.3,0.0,0.2,0.6,0.6,0.5,0.1,3.0,0.9,0.3,0.3,0.5,2.4,1.1,0.2,0.9,0.2,0.4,3.3,1.3,7.8,0.0,30.0,Jeff Austin,Octagon,DEN,PG,Drafted,2013,2,46,3,2017,2332826,777609,Virginia Tech,0,23,Minimum Salary,57336,84559,98431,,,,,,,,,,,,
,Eric Maynor,,,,,,,,,,,,,,,,,,,,,,,,,Juan Aisa,ASM Sports,PHI,PG,Drafted,2009,1,20,2,2015,4122720,2061360,Virginia Commonwealth,4,27,,21672,,,,,,,, Gerard Darnes Soms, Andrew Vye,,,,,
,Elfrid Payton,2.3,2.5,0.2,1.5,6.0,3.9,2.8,1.2,8.4,0.5,2.7,1.4,0.4,7.8,3.3,0.2,0.4,0.1,0.4,8.3,3.4,28.9,49.0,68.0,Aaron Mintz,Creative Artists Agency,ORL,PG,Drafted,2014,1,10,2,2018,4903560,2451780,Louisiana-Lafayette,0,21,1st Round Pick,239784,25572,26136,333234,4538647,,,, Ty Sullivan,,,,,,
,Drew Gooden,1.7,0.6,0.2,0.4,0.7,3.6,2.3,1.2,4.6,0.8,0.7,0.6,0.4,3.7,1.5,0.3,1.0,0.3,0.4,4.7,1.9,14.6,3.0,37.0,Dan Fegan,Relativity Sports,MIL,PF,Drafted,2002,1,4,1,2015,1448490,1448490,Kansas,12,33,,668,,,,,,,,,,,,,,
,Doug McDermott,0.8,0.5,0.0,0.1,0.2,1.3,1.2,0.2,3.3,0.7,0.5,0.3,0.5,2.0,0.9,0.3,1.2,0.4,0.4,3.2,1.3,9.6,0.0,32.0,Mark Bartelstein,Priority Sports,CHI,SF,Drafted,2014,1,11,2,2018,4658400,2329200,Creighton,0,23,1st Round Pick,227796,23844,24834,3294994,451846,,,,,,,,,,
,Dante Exum,1.7,1.2,0.2,0.5,2.3,1.7,1.3,0.3,4.9,0.6,0.5,0.3,0.4,1.8,0.8,0.3,3.1,1.0,0.4,4.9,1.8,21.4,25.0,66.0,Rob Pelinka,Landmark Sports Agency,UTA,SG,Drafted,2014,1,5,2,2018,7392720,3696360,International,0,19,1st Round Pick,3615,377772,39432,4992385,661993,,,,,,,,,,
,Damjan Rudez,1.1,0.7,0.1,0.2,0.9,0.7,0.6,0.1,4.7,0.7,0.4,0.3,0.5,1.4,0.8,0.4,2.5,0.9,0.4,3.9,1.7,15.9,2.0,55.0,Alex Saratsis,Octagon,IND,PF,Undrafted,,0,0,2,2017,2249500,1124750,International,0,28,MLE,11,11495,1199,,,,,, Davor Kraljevic,,,,,,
,Damien Inglis,,,,,,,,,,,,,,,,,,,,,,,,,Pedja Materic,BeoBasket,MIL,SF,Drafted,2014,2,31,3,2017,2655431,885144,International,0,19,Cap Space,82,855,98431,1251245,,,,,,,,,,,
,Cleanthony Early,1.4,0.8,0.3,0.5,0.8,2.3,1.8,0.5,4.7,0.7,1.1,0.8,0.4,3.3,1.2,0.3,1.8,0.5,0.3,5.1,1.7,16.1,7.0,31.0,Doug Neustadt,The Neustadt Group,NYK,SF,Drafted,2014,2,34,2,2016,1352395,676198,Wichita State,0,23,Minimum Salary,57336,84559,,,,,,,,,,,,,
,Carlos Delfino,,,,,,,,,,,,,,,,,,,,,,,,,Andy Miller,ASM Sports,LAC,SG,Drafted,2003,1,25,,2015,,,International,,,,325,,,,,,,,,,,,,,
,Carl Landry,2.0,0.8,0.2,0.2,0.4,4.0,2.5,1.5,7.1,0.8,2.0,1.7,0.5,5.2,2.7,0.0,0.0,0.0,0.5,5.2,2.7,16.9,8.0,59.0,Mark Bartelstein,Priority Sports,SAC,PF,Drafted,2007,2,31,,2017,,,Purdue,7,31,Cap Space,675,675,675,,,,,,,,,,,,
,C.J. Wilcox,0.3,0.3,0.0,0.1,0.4,0.3,0.2,0.1,1.9,1.0,0.1,0.1,0.5,0.9,0.5,0.4,0.8,0.3,0.5,1.7,0.8,4.7,0.0,18.0,Aaron Mintz,Excel Sports Management,LAC,SG,Drafted,2014,1,28,2,2018,2269440,1134720,Washington,0,24,1st Round Pick,11976,115968,1296,2183328,3253158,,,,,,,,,,
,C.J. McCollum,1.0,0.5,0.1,0.5,0.8,1.0,0.8,0.2,4.7,0.7,0.9,0.6,0.4,2.5,0.9,0.4,1.9,0.8,0.4,4.4,1.7,12.8,0.0,46.0,Sam Goldfeder,,POR,SG,Drafted,2013,1,10,3,2017,7262880,2420960,Lehigh,1,23,1st Round Pick,2421,252516,2421,231672,,,,,,,,,,,
,Bruno Caboclo,0.3,0.3,0.3,0.0,0.0,0.5,0.3,0.3,2.0,0.0,0.0,0.0,0.2,1.5,0.3,0.7,0.8,0.5,0.3,2.3,0.8,4.0,0.0,4.0,Alex Saratsis,Octagon,TOR,SF,Drafted,2014,1,20,2,2018,2982360,1491180,International,0,19,,12153,127,13247,242687,2927171,,,,,,,,,,
,Brendan Haywood,0.8,0.5,0.4,0.1,0.1,1.3,1.0,0.3,1.4,0.6,0.5,0.3,0.4,1.3,0.6,0.0,0.0,0.0,0.4,1.3,0.6,5.0,1.0,21.0,Andy Miller,ASM Sports,DAL,C,Drafted,2001,1,20,,2016,,,North Carolina,,,,2,15225,,,,,,,,,,,,,
,Bojan Bogdanovic,1.4,1.0,0.1,0.4,0.8,2.7,2.0,0.7,8.0,0.8,1.4,1.2,0.5,3.7,1.9,0.3,3.1,1.0,0.4,6.8,2.9,22.7,28.0,61.0,Marc Cornstein,Pinnacle Management,BRK,SF,Drafted,2011,2,31,3,2017,10276530,3425510,International,0,25,MLE,3278,342551,35732,4466275,,,,,,,,,,,
,Bernard James,1.0,0.3,1.1,0.0,0.4,2.9,1.6,1.3,3.1,0.9,1.6,1.3,0.5,1.7,0.9,0.0,0.0,0.0,0.5,1.7,0.9,11.8,2.0,9.0,Travis King,Relativity Sports,DAL,C,Undrafted,,,,,2015,,,Florida State,2,30,,915243,,,,,,,,,,,,,,
,Austin Daye,1.2,0.7,0.1,0.3,0.3,2.3,2.1,0.2,4.0,1.0,0.2,0.2,0.4,2.2,0.8,0.3,2.2,0.7,0.4,4.4,1.5,10.3,4.0,26.0,Bill Duffy,Stealth Sports,SAS,SF,Drafted,2009,1,15,,2015,,,Gonzaga,,,,163384,,,,,,,,,,,,,,
,Arnett Moultrie,,,,,,,,,,,,,,,,,,,,,,,,,Derek Lafayette ,David Lee Services,NYK,PF,Drafted,2012,1,27,,2015,,,Mississippi State,2,24,Minimum Salary,113616,,,,,,,,,,,,,,
,Andre Roberson,2.1,0.7,0.5,0.8,1.1,3.9,3.0,0.9,3.5,0.5,0.8,0.4,0.6,1.8,1.1,0.3,1.2,0.3,0.5,3.0,1.4,19.7,58.0,59.0,Bill Duffy,BDA Sports,OKC,SG,Drafted,2013,1,26,3,2017,3112240,1037413,Colorado,1,23,1st Round Pick,1218,218372,3222215,2148142,,,,,,,,,,,
,AJ Price,,,,,,,,,,,,,,,,,,,,,,,,,Jeff Schwartz,Excel Sports Management,,PG,Drafted,2009,2,52,,2015,,,Connecticut,5,28,,37531,,,,,,,,,,,,,,
,Adreian Payne,2.5,1.0,0.3,0.6,0.6,5.0,3.4,1.6,6.4,0.7,1.8,1.3,0.4,6.3,2.5,0.1,0.4,0.1,0.4,6.8,2.6,20.7,6.0,16.0,Mark Bartelstein,Priority Sports,MIN,PF,Drafted,2014,1,15,2,2018,3794160,1897080,Michigan State,0,24,1st Round Pick,185532,193884,22224,3193,4333931,,,,,,,,,,
,Aaron Gray,,,,,,,,,,,,,,,,,,,,,,,,,Andrew Miller,ASM Sports,DET,C,Drafted,2007,2,49,2,2016,2584131,1292066,Pittsburgh,7,30,Minimum Salary,1227985,1356146,,,,,,, Justin Zanik ,,,,,,
,Aaron Gordon,1.5,1.0,0.4,0.3,0.6,3.1,2.3,0.7,5.2,0.7,1.4,0.9,0.5,3.0,1.6,0.4,0.9,0.3,0.5,3.9,2.0,15.4,6.0,33.0,Bill Duffy,BDA Sports,ORL,PF,Drafted,2014,1,4,2,2018,8163720,4081860,Arizona,0,19,1st Round Pick,39924,417168,435132,554419,726329,,,,,,,,,,
,Jason Richardson,2.0,0.8,0.2,0.8,2.3,4.0,3.2,0.8,9.3,0.9,1.1,1.0,0.4,5.2,1.9,0.3,5.2,1.5,0.3,10.4,3.4,24.0,10.0,10.0,Dan Fegan,Relativity Sports,PHI,SG,Drafted,2001,1,5,4,2015,24000000,6000000,Michigan State,13,34,Bird Rights,661125,,,,,6,69999993,11666666,,,,,,,
